trades_id,trades_timestamp,trades_gasPrice,trades_feeAmount,trades_txHash,trades_settlement_id,trades_buyAmount,trades_sellAmount,trades_sellToken_id,trades_buyToken_id,trades_order_id,trades_buyAmountEth,trades_sellAmountEth,trades_buyAmountUsd,trades_sellAmountUsd,endpoint,settlements_id,settlements_firstTradeTimestamp,settlements_solver_id,environment,name,active,swaps_id,swaps_hash,swaps_logIndex,swaps_protocol_id,swaps_to,swaps_from,swaps_blockNumber,swaps_tokenIn_id,swaps_amountIn,swaps_amountInUSD,swaps_tokenOut_id,swaps_amountOut,swaps_amountOutUSD,swaps_pool_id,endpoint_right
0x60181be6aa27e0735ce2ecf8045af841d304f707e8451908ac95f76b4890c58a58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7625905a5|0xf402c5980e60a0339205a7012007770d8277d53abf030d56ceb74c74cb506bb4|2,1649999570,33515804349,9370499.0,0xf402c5980e60a0339205a7012007770d8277d53abf030d56ceb74c74cb506bb4,0xf402c5980e60a0339205a7012007770d8277d53abf030d56ceb74c74cb506bb4,6997041016.0,7000000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xdac17f958d2ee523a2206206994597c13d831ec7,0x60181be6aa27e0735ce2ecf8045af841d304f707e8451908ac95f76b4890c58a58737a9b0a8a5c8a2559c457fcc9e923f9d99fb7625905a5,2.3032133564637243,2.3041873641127832,6997.041016,7000.0,cow,0xf402c5980e60a0339205a7012007770d8277d53abf030d56ceb74c74cb506bb4,1649999570,0xe33062a24149f7801a48b2675ed5111d3278f0f5,barn,Gnosis_1inch,true,0x3afe824fe5f0fee9f7845e4753c90410fb48d4d4cac7a1512101c1312db42bf0-85,0x3afe824fe5f0fee9f7845e4753c90410fb48d4d4cac7a1512101c1312db42bf0,85,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0xfd6a3dbfa3bfb1ee829814b0e7ca3ced83bdd842,14588032,0x95392f142af1c12f6e39897ff9b09c599666b50c,5.4654623534977405e22,19542.681068563525,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.136483288371985e18,18642.313419310023,0x700f4dc28170f9903faa6da32d6663ff1ac94f27,uniswap-v3-ethereum
0xf112b69d162117311070d2deca4828956b747b8aa74732f0abf342961b4a977558737a9b0a8a5c8a2559c457fcc9e923f9d99fb762590588|0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143|21,1649999528,33197137892,9370496.0,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,6.990153497537839e21,7000000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,0xf112b69d162117311070d2deca4828956b747b8aa74732f0abf342961b4a977558737a9b0a8a5c8a2559c457fcc9e923f9d99fb762590588,2.3009461946050664,2.3041873641127832,6990.153497537838,7000.0,cow,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,1649999528,0xda324c2f06d3544e7965767ce9ca536dcb67a660,barn,QuasiModo,true,0xa193b71f6f62a61175ad617016a1e875106702d5d0535c29b0471b6277a29fd9-63,0xa193b71f6f62a61175ad617016a1e875106702d5d0535c29b0471b6277a29fd9,63,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xe85ead5cdf65f6374d8e8e7a8cbf63768c8df6a5,0xe85ead5cdf65f6374d8e8e7a8cbf63768c8df6a5,14588028,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.0e15,15.189736974135757,0x4d224452801aced8b2f0aebe155379bb5d594381,1.2092776430875937e18,0.0,0xf79fc43494ce8a4613cb0b2a67a1b1207fd05d27,uniswap-v3-ethereum
0xf112b69d162117311070d2deca4828956b747b8aa74732f0abf342961b4a977558737a9b0a8a5c8a2559c457fcc9e923f9d99fb762590588|0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143|21,1649999528,33197137892,9370496.0,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,6.990153497537839e21,7000000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x6b175474e89094c44da98b954eedeac495271d0f,0xf112b69d162117311070d2deca4828956b747b8aa74732f0abf342961b4a977558737a9b0a8a5c8a2559c457fcc9e923f9d99fb762590588,2.3009461946050664,2.3041873641127832,6990.153497537838,7000.0,cow,0xea3fce585e4d03aa05ac8a1f676ade26c062ddc1995cf6caf20cdc5c8a6c8143,1649999528,0xda324c2f06d3544e7965767ce9ca536dcb67a660,barn,QuasiModo,true,0x0e6067178804603c34468b8e1362907b05afdebd8ede13a1ad385ce8d3108925-47,0x0e6067178804603c34468b8e1362907b05afdebd8ede13a1ad385ce8d3108925,47,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x0edad2dc65df8c6d4536e42f41003645e5d4000d,14588028,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3.6458226541e10,36458.226541,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.2008721485450895e19,36481.86415193039,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,uniswap-v3-ethereum
0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d|0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6|2,1649999505,39308808997,9370280.0,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1.607980235562637e17,500000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d,0.16079802355626371,0.16458481172234166,488.4959367561013,500.0,cow,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1649999505,0x77ec2a722c2393d3fd64617bbaf1499c713e616b,prod,QuasiModo,false,0xf55f611fa7c649927404e02c327d6f36abb30f3ef29fa47082d6f822a2e92ee6-285,0xf55f611fa7c649927404e02c327d6f36abb30f3ef29fa47082d6f822a2e92ee6,285,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x6f5d8a4479855bf0222ee8f7c1dfffdd113f7ca7,0x7281251515c5aee63cdceda2e9f28c063403f78c,14588026,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,155525442.0,155.525442,0x6b175474e89094c44da98b954eedeac495271d0f,1.555111350157865e20,155.51113501578652,0x5777d92f208679db4b9778590fa3cab3ac9e2168,uniswap-v3-ethereum
0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d|0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6|2,1649999505,39308808997,9370280.0,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1.607980235562637e17,500000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d,0.16079802355626371,0.16458481172234166,488.4959367561013,500.0,cow,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1649999505,0x77ec2a722c2393d3fd64617bbaf1499c713e616b,prod,QuasiModo,false,0xbed78e39f32026f605499dbe74f1e6fdb8170d45d01d97d1421aa309880e7b33-116,0xbed78e39f32026f605499dbe74f1e6fdb8170d45d01d97d1421aa309880e7b33,116,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x057f8378e2b1e1186a3d773d70e6797d218d1bd5,14588026,0xdac17f958d2ee523a2206206994597c13d831ec7,5028163002.0,5028.163002,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.6566821454726958e18,5032.913207895432,0x11b815efb8f581194ae79006d24e0d814b7697f6,uniswap-v3-ethereum
0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d|0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6|2,1649999505,39308808997,9370280.0,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1.607980235562637e17,500000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d,0.16079802355626371,0.16458481172234166,488.4959367561013,500.0,cow,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1649999505,0x77ec2a722c2393d3fd64617bbaf1499c713e616b,prod,QuasiModo,false,0xba9024f3f8fcca4427da7f894f802378069e02f1a04f55cbe0dff65965ace28e-294,0xba9024f3f8fcca4427da7f894f802378069e02f1a04f55cbe0dff65965ace28e,294,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x45e7b9d8d50555dad0e70fee9c01617eb5cdd442,0x45e7b9d8d50555dad0e70fee9c01617eb5cdd442,14588026,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.034425112396863e18,12256.371259831287,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,5.7e21,12202.62559894053,0x8661ae7918c0115af9e3691662f605e9c550ddc9,uniswap-v3-ethereum
0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d|0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6|2,1649999505,39308808997,9370280.0,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1.607980235562637e17,500000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d,0.16079802355626371,0.16458481172234166,488.4959367561013,500.0,cow,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1649999505,0x77ec2a722c2393d3fd64617bbaf1499c713e616b,prod,QuasiModo,false,0x6d13efcec67b6d987adeadc0391a668ff326255f55772a402c5551ff744e0717-8,0x6d13efcec67b6d987adeadc0391a668ff326255f55772a402c5551ff744e0717,8,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x45716d9eddbc332df1d42b9f540fbebed671b20f,0x2ee36e41387f87b7e6f678a86d1e575b23b996f5,14588026,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.2840547e19,39008.90630680559,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3.8944714474e10,38944.714474,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,uniswap-v3-ethereum
0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d|0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6|2,1649999505,39308808997,9370280.0,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1.607980235562637e17,500000000.0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x56a04b2c409e31083e4817f0570cf7f359fbce2c820876af59467c3acea66b60e99ca63d7bd8297b6f03208e0e330589536e48e56259056d,0.16079802355626371,0.16458481172234166,488.4959367561013,500.0,cow,0x91af4d1d35783b74ae1c18e83b6c9f2d2f6e102d45d8d10deec927ac6b3105e6,1649999505,0x77ec2a722c2393d3fd64617bbaf1499c713e616b,prod,QuasiModo,false,0x042423dcb70422355be1fd90c1459c7031a6176072710abd955504bc0cad8fdc-372,0x042423dcb70422355be1fd90c1459c7031a6176072710abd955504bc0cad8fdc,372,0x1f98431c8ad98523631ae4a59f267346ea31f984,0xd8b19613723215ef8cc80fc35a1428f8e8826940,0x6de3f8a52e94c3496436f77290b606b3005c6dcc,14588026,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1.155e17,350.882924102536,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,350299236.0,350.299236,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,uniswap-v3-ethereum
0x6e3ed88711d8ce48eec71df827e93289253758ceaa2301ff58e5b45932f1989d962228a90eac69238c7d1f216d80037e61ea925562590208|0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788|9,1649998655,38914800896,1.1195275808097706e19,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,7.0e21,7.003249164081901e21,0x865377367054516e17014ccded1e7d814edc9ce4,0x6b175474e89094c44da98b954eedeac495271d0f,0x6e3ed88711d8ce48eec71df827e93289253758ceaa2301ff58e5b45932f1989d962228a90eac69238c7d1f216d80037e61ea925562590208,2.3041873641127832,2.3030126563910294,7000.0,6996.331517819746,cow,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,1649998655,0xe92f359e6f05564849afa933ce8f62b8007a1d5d,prod,Gnosis_0x,false,0xe932f5e79f547197ebc121528bf95f858765aa844a8b89cf5ad21feb3cbce9fc-318,0xe932f5e79f547197ebc121528bf95f858765aa844a8b89cf5ad21feb3cbce9fc,318,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x2c61edc942bb6a5fca34a207d1d08e2caccbb93c,14587971,0x95392f142af1c12f6e39897ff9b09c599666b50c,3.77726731523849e20,150.16325820613628,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.892190998943626e16,148.62218900237627,0x700f4dc28170f9903faa6da32d6663ff1ac94f27,uniswap-v3-ethereum
0x6e3ed88711d8ce48eec71df827e93289253758ceaa2301ff58e5b45932f1989d962228a90eac69238c7d1f216d80037e61ea925562590208|0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788|9,1649998655,38914800896,1.1195275808097706e19,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,7.0e21,7.003249164081901e21,0x865377367054516e17014ccded1e7d814edc9ce4,0x6b175474e89094c44da98b954eedeac495271d0f,0x6e3ed88711d8ce48eec71df827e93289253758ceaa2301ff58e5b45932f1989d962228a90eac69238c7d1f216d80037e61ea925562590208,2.3041873641127832,2.3030126563910294,7000.0,6996.331517819746,cow,0xe359cac50f6c223600c701b134144590f5a043eb3d22616c13aae9e5470c5788,1649998655,0xe92f359e6f05564849afa933ce8f62b8007a1d5d,prod,Gnosis_0x,false,0xe5b38277637d4bbc030f1394824b0120f6b1c84ab219472aa921a48f6bfae0c4-288,0xe5b38277637d4bbc030f1394824b0120f6b1c84ab219472aa921a48f6bfae0c4,288,0x1f98431c8ad98523631ae4a59f267346ea31f984,0x56178a0d5f301baf6cf3e1cd53d9863437345bf9,0x431b5a84acc1297eda88259f300262f1bc3a74f3,14587971,0xf4d2888d29d722226fafa5d9b24f9164c092421e,1.8306304242431293e21,2686.789845191023,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,8.817002060839793e17,2678.558844091387,0x4b5ab61593a2401b1075b90c04cbcdd3f87ce011,uniswap-v3-ethereum
