trades_timestamp,swaps_blockNumber,trades_sellToken_id,trades_buyToken_id,trades_sellAmount_converted,trades_buyAmount_converted,name,environment,swaps_pool_id,swaps_tokenIn_id,swaps_tokenOut_id,swaps_amountIn_converted,swaps_amountOut_converted,trades_buy_sell_ratio,swaps_amountIn_amountOut_ratio
1676554751,16641641,WETH,USDC,36.24417946042597,60984.749081,PLM,prod,USDC_WETH .3%,USDC,WETH,402.608629,0.23796104362575574,1682.6080763557522,1691.9098305569191
1676535467,16640047,WETH,USDC,0.7,1164.889513,Otex,prod,USDC_WETH .3%,USDC,WETH,152148.4375,90.27277969669485,1664.127875714286,1685.429849520526
1676524103,16639107,WETH,USDC,1.026,1731.686892,Otex,prod,USDC_WETH .3%,USDC,WETH,491.69916,0.2897495161169356,1687.8039883040935,1696.9800902154486
1676509487,16637898,WETH,USDC,61.0,103068.320143,PLM,prod,USDC_WETH .3%,USDC,WETH,158398.4375,93.67214536994709,1689.6445925081969,1690.9876129603315
1676494907,16636689,WETH,USDC,13.30570363232632,22144.063098,Otex,prod,USDC_WETH .3%,USDC,WETH,50038.447689,30.0,1664.253444229797,1667.9482563
1676493107,16636539,WETH,USDC,25.0,41338.469344,Laertes,prod,USDC_WETH .3%,USDC,WETH,285885.695242,172.51134991003613,1653.53877376,1657.1993401656648
1676477279,16635232,USDC,WETH,221751.547199,140.0,Otex,prod,USDC_WETH .3%,USDC,WETH,84253.925002,53.198520604048035,0.0006313371959220825,1583.7644364040618
1676450567,16633025,WETH,USDC,0.25,379.869489,Otex,prod,USDC_WETH .3%,USDC,WETH,404.758591,0.261017366343503,1519.477956,1550.6960194645874
1676408807,16629560,USDC,WETH,228792.503289,147.34564262584038,PLM,prod,USDC_WETH .3%,WETH,USDC,29.95170533517746,46478.03825,0.0006440142946454861,0.000644427055506747
1676398955,16628747,WETH,USDC,200.0,309974.838067,Laertes,prod,USDC_WETH .3%,WETH,USDC,0.5781818790437961,893.131456,1549.8741903349999,0.0006473648141710912
1676387531,16627802,USDC,WETH,133489.828634,85.33730740736827,PLM,prod,USDC_WETH .3%,USDC,WETH,3007.516605,1.9219273507674404,0.0006392794738042893,1564.8440633300083
1676382143,16627354,WETH,USDC,50.0,75262.032039,Gnosis_1inch,prod,USDC_WETH .3%,USDC,WETH,255699.282918,169.4074042843703,1505.24064078,1509.3748941975323
1676382071,16627348,USDC,WETH,3017.872871,1.993476999597713,Otex,prod,USDC_WETH .3%,WETH,USDC,121.14375405226504,182106.408047,0.0006605569832824522,0.0006652360856022098
1676382071,16627348,USDC,WETH,3017.872871,1.993476999597713,Otex,prod,USDC_WETH .3%,WETH,USDC,7.808030403282269,11731.727278,0.0006605569832824522,0.0006655482366969381
1676322143,16622389,WETH,USDC,0.14,200.583963,Otex,prod,USDC_WETH .3%,USDC,WETH,9000.0,6.035482271346696,1432.7425928571429,1491.1815817482025
1676313047,16621634,USDC,WETH,29688.721463,20.0,Quasilabs,prod,USDC_WETH .3%,USDC,WETH,414.173488,0.279090631425834,0.0006736564935921976,1484.0107168200059
1676311307,16621490,WETH,USDC,0.35,507.266864,Quasilabs,prod,USDC_WETH .3%,USDC,WETH,1388.774164,0.9403315526863835,1449.3338971428573,1476.8983982644042
1676311307,16621490,WETH,USDC,0.35,507.266864,Quasilabs,prod,USDC_WETH .3%,USDC,WETH,110847.876701,75.07377702540028,1449.3338971428573,1476.5192467070892
1676258543,16617121,WETH,USDC,20.0,30334.346648,Laertes,prod,USDC_WETH .3%,USDC,WETH,228488.417701,150.62043146471666,1516.7173324,1516.9815640484617
1676257811,16617060,USDC,WETH,30263.628448,20.0,Laertes,prod,USDC_WETH .3%,USDC,WETH,28003.027128,18.505859375,0.000660859289703635,1513.1978775235884
1676255591,16616875,WETH,USDC,50.0,75271.835783,Laertes,prod,USDC_WETH .3%,USDC,WETH,143369.332832,95.07500301130763,1505.4367156600001,1507.9603291198268
1676176799,16610348,WETH,USDC,8.312120393160827,12719.501358,Otex,prod,USDC_WETH .3%,USDC,WETH,3000.0,1.9496321176760478,1530.2354581468219,1538.7518356929745
1676176667,16610337,WETH,USDC,20.81778682811855,31850.092081,Gnosis_1inch,prod,USDC_WETH .3%,WETH,USDC,8.377271166428878,12813.596827,1529.946115020264,0.0006537798308728447
1676175455,16610236,WETH,USDC,8.203122395279483,12541.838273,Otex,prod,USDC_WETH .3%,WETH,USDC,3.5,5357.680776,1528.91029398967,0.0006532677377268212
1676167823,16609604,WETH,USDC,60.0,91891.375807,Quasilabs,prod,USDC_WETH .3%,WETH,USDC,41.872919265504756,64123.985067,1531.5229301166667,0.0006529993296853556
1676066315,16601192,WETH,USDC,1000.0,1505333.892168,Laertes,prod,USDC_WETH .3%,WETH,USDC,239.41355073663803,360382.699539,1505.3338921680001,0.0006643314205784429
1676065715,16601142,WETH,USDC,94.0,141908.042758,PLM,prod,USDC_WETH .3%,USDC,WETH,101367.1875,67.101691671816,1509.6600293404256,1510.6502529887211
1676054867,16600243,WETH,USDC,8.0,12211.999363,PLM,prod,USDC_WETH .3%,USDC,WETH,1220.764802,0.7985036391538592,1526.499920375,1528.81557721339
1676023055,16597607,WETH,USDC,250.0,386611.949494,Quasilabs,prod,USDC_WETH .3%,WETH,USDC,38.788860301725016,59987.933675,1546.447797976,0.0006466110420117753
1676022719,16597579,WETH,USDC,250.0,386747.924135,Quasilabs,prod,USDC_WETH .3%,WETH,USDC,24.171644258361844,37390.684148,1546.99169654,0.0006464616737871261
