,block_time,buy_token,sell_token,units_bought,units_sold,trade_value_usd,price,difference,executed?
9,2022-11-08T12:24:23+00:00,USDC,WETH,517.840653,0.349256914372039,,1482.6926302406157,0,0
58,2022-11-08T11:00:59+00:00,USDC,WETH,19337.852706,13.0460609229966,19351.5825814213,1482.2752108962416,0,0
80,2022-11-08T10:43:23+00:00,USDC,WETH,198.517503,0.133964515641186,198.619809825092,1481.8663140000026,0,0
85,2022-11-08T10:40:23+00:00,USDC,WETH,101026.779502,68.1970392227813,101147.802664053,1481.395389790645,0,0
89,2022-11-08T10:26:59+00:00,WETH,USDC,28.31895021282,41998.391387,42022.0364813509,0.0006742865447362282,0,0
92,2022-11-08T10:22:11+00:00,WETH,USDC,0.0125645182510443,18.663148,18.6706228306868,0.0006732260951391641,0,0
94,2022-11-08T10:18:59+00:00,USDC,WETH,5201.328907,3.49876153180393,5201.91145583758,1486.6200110295147,0,0
103,2022-11-08T10:00:11+00:00,WETH,USDC,1.89865538275717,2827.95615,2829.40689150495,0.0006713878440997644,0,0
104,2022-11-08T10:00:11+00:00,USDC,WETH,2827.956152,1.89865538275717,2829.40689350598,1489.4520499519654,0,0
118,2022-11-08T09:52:47+00:00,WETH,USDC,1.5425462341517,2298.684641,2310.48745136178,0.0006710560494634201,0,0
131,2022-11-08T09:19:11+00:00,WETH,USDC,0.012545567907669,18.588304,18.6498648845034,0.0006749172978701553,0,0
137,2022-11-08T09:14:47+00:00,WETH,USDC,36.0,53537.868409,53562.9241314154,0.0006724212425675918,0,0
161,2022-11-08T08:47:35+00:00,WETH,USDC,2.0,2981.576196,2983.23693394117,0.0006707861441485696,0,0
171,2022-11-08T08:28:47+00:00,USDC,WETH,7786.69568,5.2457454342336,7799.74151379892,1484.383063879582,0,0
183,2022-11-08T08:19:47+00:00,USDC,WETH,14830.260336,9.99432424085852,14857.8622461875,1483.8682414736295,0,0
212,2022-11-08T07:27:23+00:00,USDC,WETH,70776.266979,47.8500771415878,70869.7922528629,1479.125451973126,0,0
268,2022-11-08T06:22:23+00:00,WETH,USDC,1.45982455172087,2150.420204,2149.84604180553,0.0006788554855490326,0,0
279,2022-11-08T06:10:47+00:00,USDC,WETH,8094.51528,5.50240444499668,8093.60059977336,1471.0869331607055,0,0
298,2022-11-08T05:54:47+00:00,WETH,USDC,5.0,7327.722652,7329.95,0.0006823402354939457,0,0
301,2022-11-08T05:53:23+00:00,USDC,WETH,517.385498,0.352813421424542,517.417575900876,1466.456394745334,0,0
303,2022-11-08T05:51:47+00:00,WETH,USDC,5.0,7333.793181,7334.24787617722,0.0006817754300671763,0,0
328,2022-11-08T05:35:11+00:00,WETH,USDC,92.9728658681891,135160.338796,135419.71148615,0.0006878709146217425,0,0
331,2022-11-08T05:30:35+00:00,WETH,USDC,1.18709932480807,1718.90653,1726.68345190634,0.0006906130752834303,0,0
335,2022-11-08T05:28:11+00:00,USDC,WETH,1684.857452,1.16759021400015,1698.30666987178,1443.0212173736013,0,1
386,2022-11-08T04:49:47+00:00,WETH,USDC,1.0,1474.644596,1478.91,0.0006781294982618306,0,0
409,2022-11-08T04:30:59+00:00,WETH,USDC,3.53602163733699,5240.398957,5253.11374442784,0.000674761915333499,0,0
415,2022-11-08T04:26:47+00:00,USDC,WETH,2209.272508,1.49317574097101,2214.39360167354,1479.5796953969486,0,0
416,2022-11-08T04:26:11+00:00,WETH,USDC,3.47124208800539,5135.217055,5147.12048813349,0.0006759679388090422,0,0
417,2022-11-08T04:24:35+00:00,WETH,USDC,23.2926251649832,34454.215459,34590.7919690795,0.0006760457277775219,0,0
429,2022-11-08T04:17:47+00:00,USDC,WETH,598.450057,0.402375492818941,601.601495000162,1487.292510802311,0,0
439,2022-11-08T04:12:59+00:00,USDC,WETH,71793.921048,48.9770047100394,73692.2705968666,1465.869982720351,0,0
447,2022-11-08T03:57:47+00:00,USDC,WETH,40581.657233,26.8682554006064,40840.0168914757,1510.3942041612459,0,0
457,2022-11-08T03:48:11+00:00,USDC,WETH,9718.629314,6.38841428506654,9766.73552729543,1521.2897724429238,0,0
459,2022-11-08T03:44:59+00:00,USDC,WETH,76029.1778,49.9821840778552,76550.2140244391,1521.1255610913774,0,0
461,2022-11-08T03:43:59+00:00,USDC,WETH,618.854082,0.405538350360092,621.102260493998,1526.0063109949954,0,0
499,2022-11-08T02:43:47+00:00,USDC,WETH,7855.334061,4.99873977708523,7849.80390582106,1571.4628909089665,0,0
505,2022-11-08T02:26:35+00:00,USDC,WETH,153.416451,0.0975336497851366,153.362601825699,1572.959192422014,0,0
511,2022-11-08T02:12:11+00:00,USDC,WETH,5337.059107,3.39887472324723,5334.35855509186,1570.2429602645254,0,0
518,2022-11-08T01:53:35+00:00,USDC,WETH,1019.633984,0.64879371335315,1019.17107017126,1571.584254,0,0
537,2022-11-08T01:26:59+00:00,USDC,WETH,1020.36383,0.648434694646027,1020.05159866802,1573.5799432462584,0,0
549,2022-11-08T00:52:35+00:00,WETH,USDC,5.17735368794121,8101.703506,8103.34815181172,0.0006390450704727641,0,1
572,2022-11-08T00:20:23+00:00,USDC,WETH,39254.102099,24.9960109023168,39232.9888319493,1570.4146654601461,0,0
604,2022-11-07T23:13:47+00:00,WETH,USDC,0.639230732180774,998.975656,1001.1644116623,0.0006398861957660899,0,1
612,2022-11-07T22:56:47+00:00,WETH,USDC,6.39363074570164,9988.486485,10005.8165090515,0.0006401000547283256,0,1
623,2022-11-07T22:44:35+00:00,USDC,WETH,77692.445228,49.9848763692132,77788.9638495881,1554.319043506778,0,0
712,2022-11-07T20:01:35+00:00,WETH,USDC,7.0,11220.765303,11208.6693180034,0.0006238433663814776,0,1
733,2022-11-07T19:28:59+00:00,USDC,WETH,1584.605597,0.995955759372011,1586.33841441255,1591.0401462000236,0,0
754,2022-11-07T19:00:35+00:00,WETH,USDC,0.0093232449178141,14.825601,14.826564664065,0.0006288611785663259,0,1
806,2022-11-07T16:57:47+00:00,USDC,WETH,50716.580236,32.0963623100784,50768.4210839665,1580.1348372763966,0,0
834,2022-11-07T16:19:11+00:00,WETH,USDC,0.0089019982278789,14.140531,14.13558181415,0.0006295377611971502,0,1
855,2022-11-07T15:35:11+00:00,USDC,WETH,7588.712043,4.8097425373088,7605.54967939566,1577.7792645105117,0,0
856,2022-11-07T15:35:11+00:00,WETH,USDC,4.8097425373088,7588.712042,7605.54967939566,0.0006338022197560149,0,1
858,2022-11-07T15:26:11+00:00,WETH,USDC,0.575956639823717,910.431464,911.163404201121,0.0006326194366056279,0,1
860,2022-11-07T15:24:59+00:00,USDC,WETH,18949.494346,11.992914869959,18992.6995629593,1580.0574382018258,0,0
893,2022-11-07T14:16:35+00:00,USDC,WETH,39383.534888,24.9814568344509,39464.4564342239,1576.5107355023342,0,0
902,2022-11-07T14:10:11+00:00,USDC,WETH,78837.442538,49.9811969046645,78878.3257070653,1577.3420290109636,0,0
907,2022-11-07T13:48:59+00:00,USDC,WETH,110.664594,0.0701323538745138,110.721807595098,1577.9392518039476,0,0
921,2022-11-07T13:24:23+00:00,USDC,WETH,82.205228,0.0521142093648735,82.5400482183677,1577.4052605201516,0,0
953,2022-11-07T12:22:35+00:00,USDC,WETH,11041.330915,6.99587569996488,11049.3560392815,1578.262877806052,0,0
954,2022-11-07T12:21:35+00:00,USDC,WETH,9464.988517,5.99687909298828,9471.53080825662,1578.3190506653254,0,0
986,2022-11-07T10:41:23+00:00,USDC,WETH,77.394719,0.049,77.41216,1579.4840612244896,0,0
1007,2022-11-07T10:05:11+00:00,USDC,WETH,37624.048376,23.9942072113017,37644.2901140263,1568.0471559101316,0,0
1009,2022-11-07T09:59:59+00:00,USDC,WETH,110.557811,0.0706002078384569,110.75831205905,1565.970050017015,0,0
1031,2022-11-07T09:19:59+00:00,USDC,WETH,14.099028,0.009,14.14998,1566.5586666666668,0,0
1036,2022-11-07T09:04:47+00:00,USDC,WETH,1768.431699,1.12728515405467,1768.99406028028,1568.7527620134313,0,0
1069,2022-11-07T08:00:35+00:00,USDC,WETH,21990.39077,14.1935254633718,22150.1319676288,1549.325488353757,0,0
1074,2022-11-07T07:57:35+00:00,WETH,USDC,0.0008,1.276425,1.27888339455,0.0006267504945453122,0,1
1075,2022-11-07T07:57:35+00:00,USDC,WETH,1.276427,0.0008,1.278885398402,1595.5337499999998,0,0
1093,2022-11-07T07:11:23+00:00,USDC,WETH,1566.692019,0.998446159058405,1568.06444120864,1569.1301977439477,0,0
1094,2022-11-07T07:11:23+00:00,USDC,WETH,15672.608412,9.98808667036191,15686.3376169689,1569.130197729063,0,0
1096,2022-11-07T07:06:47+00:00,USDC,WETH,1573.318144,0.998963601758224,1574.1441360256,1574.950419846013,0,0
1143,2022-11-07T04:42:11+00:00,USDC,WETH,3640.369227,2.29905,3644.70854711858,1583.4232517779085,0,0
1160,2022-11-07T04:06:59+00:00,USDC,WETH,39575.842368,24.995857971459,39653.929003082,1583.2960170116526,0,0
1182,2022-11-07T03:23:59+00:00,WETH,USDC,7.0,11105.028444,11096.33,0.0006303450761336925,0,1
1184,2022-11-07T03:23:59+00:00,USDC,WETH,39655.631113,24.9967318103863,39624.5692985063,1586.4326350264253,0,0
1186,2022-11-07T03:21:23+00:00,USDC,WETH,55483.114223,34.9971202814519,55477.0850989547,1585.362274861382,0,0
1265,2022-11-07T01:26:59+00:00,USDC,WETH,1096.971211,0.698531243329178,1098.0771438886,1570.396773910741,0,0
1282,2022-11-07T01:10:11+00:00,USDC,WETH,5997.656037,3.81333336976885,6015.68592414515,1572.811882786832,0,0
1312,2022-11-07T00:15:23+00:00,USDC,WETH,20147.265373,12.799,20184.5579612054,1574.1280860223455,0,0
1335,2022-11-06T23:40:59+00:00,WETH,USDC,0.947401501287808,1492.260094,1494.88588085201,0.0006348769260111354,0,1
1336,2022-11-06T23:40:59+00:00,USDC,WETH,1492.260096,0.947401501287808,1494.88588085201,1575.1084349893501,0,0
1342,2022-11-06T23:24:59+00:00,WETH,USDC,2.6070610483544,4112.702498,4115.53264154274,0.0006339046039975441,0,1
1343,2022-11-06T23:24:59+00:00,USDC,WETH,4112.702499,2.6070610483544,4115.53264154274,1577.5244318102848,0,0
1349,2022-11-06T23:11:47+00:00,WETH,USDC,4.33939935094473,6882.230586,6914.52910777585,0.0006305222262927432,0,1
1358,2022-11-06T22:58:11+00:00,USDC,WETH,328.397265,0.204971553406457,328.386975428019,1602.1602000000007,0,0
1405,2022-11-06T21:32:47+00:00,USDC,WETH,49467.052033,30.725768630051,49494.9116554039,1609.9532815143082,0,0
1406,2022-11-06T21:31:35+00:00,USDC,WETH,25766.57345,15.9989118105294,25772.0070791093,1610.520375082147,0,0
1411,2022-11-06T21:19:23+00:00,USDC,WETH,30575.529984,18.999,30593.32974,1609.3231214274438,0,0
1412,2022-11-06T21:17:59+00:00,USDC,WETH,28972.25728,17.999,28983.06974,1609.6592744041338,0,0
1418,2022-11-06T21:06:35+00:00,USDC,WETH,80497.190745,49.999,80549.88897,1609.9760144202883,0,0
1420,2022-11-06T21:01:23+00:00,USDC,WETH,512710.26716,318.29843425098,512715.394262672,1610.7847604293436,0,0
1444,2022-11-06T20:23:23+00:00,WETH,USDC,0.54189329954893,871.212799,872.513239469722,0.0006219987816649718,0,1
1445,2022-11-06T20:23:23+00:00,USDC,WETH,871.212801,0.54189329954893,872.513239469722,1607.7201945940178,0,0
1461,2022-11-06T19:57:11+00:00,USDC,WETH,10090.795384,6.2724883141497,10090.6137496831,1608.738809642232,0,0
1478,2022-11-06T19:07:23+00:00,USDC,WETH,9654.280925,5.99714999653943,9659.48955642614,1609.8114822158634,0,0
1479,2022-11-06T19:07:23+00:00,WETH,USDC,5.99714999653943,9654.280923,9659.48955642614,0.000621190748888614,0,1
1539,2022-11-06T16:51:47+00:00,USDC,WETH,7320.01491,4.49823735084899,7316.47934279847,1627.307395999998,0,0
1555,2022-11-06T16:09:59+00:00,USDC,WETH,8692.839786,5.35387777035581,8694.89998902928,1623.653015414711,0,0
1595,2022-11-06T13:53:35+00:00,WETH,USDC,0.0306469843576221,49.727452,49.741027594396,0.0006162991089433277,0,1
1616,2022-11-06T13:19:35+00:00,USDC,WETH,58546.2572,36.1918389518828,58599.292202162,1617.6646143302496,0,0
1645,2022-11-06T12:40:47+00:00,USDC,WETH,326.142379,0.201549945245581,326.277113361357,1618.1715088168733,0,0
1726,2022-11-06T09:57:47+00:00,USDC,WETH,63.5048,0.039,63.56844,1628.3282051282051,0,0
1802,2022-11-06T05:44:59+00:00,USDC,WETH,80759.516328,49.9959994665056,80832.0320574622,1615.3195693608277,0,0
1861,2022-11-06T02:30:23+00:00,USDC,WETH,48515.275546,29.999,48506.0576436463,1617.229759191973,0,0
1909,2022-11-06T00:45:47+00:00,USDC,WETH,17200.859126,10.5272934837663,17196.7481206689,1633.929855999999,0,0
1924,2022-11-06T00:07:59+00:00,USDC,WETH,284465.812539,174.996730550412,284467.685313527,1625.5492982313338,0,0
1952,2022-11-05T23:37:23+00:00,WETH,USDC,1.84383089614917,2998.373579,2999.06470582247,0.0006149436844904809,0,1
1960,2022-11-05T23:14:11+00:00,USDC,WETH,8096.899562,4.98640043611584,8117.85990999658,1623.7964972398174,0,0
1961,2022-11-05T23:14:11+00:00,WETH,USDC,4.98640043611584,8096.899561,8117.85990999658,0.0006158407176166082,0,1
1971,2022-11-05T22:58:47+00:00,USDC,WETH,12291.3765,7.51696043661934,12291.0692155875,1635.1524800000004,0,0
1995,2022-11-05T22:08:35+00:00,USDC,WETH,9995.739039,6.1151334434434,9994.29965257838,1634.5905009999994,0,0
2018,2022-11-05T21:16:59+00:00,USDC,WETH,893.367772,0.547726853275342,893.013104994516,1631.0461439999992,0,0
2024,2022-11-05T21:00:59+00:00,USDC,WETH,1318.0694,0.807835931938641,1317.6660707636,1631.6053147535827,0,0
2025,2022-11-05T21:00:59+00:00,WETH,USDC,0.807835931938654,1318.0694,1317.6660707636,0.0006128933210486898,0,1
2034,2022-11-05T20:30:59+00:00,USDC,WETH,10000.0,6.12846559775876,9998.75,1631.7298091152047,0,0
2066,2022-11-05T19:31:11+00:00,USDC,WETH,5687095.336383,3499.97654732245,5703211.78386193,1624.8952698650903,0,0
2068,2022-11-05T19:29:35+00:00,USDC,WETH,5779667.657711,3554.37248398366,5790961.36953038,1626.072586301726,0,0
2071,2022-11-05T19:18:47+00:00,USDC,WETH,7955.809648,4.8715669689053,7952.0306384172,1633.111008999999,0,0
2079,2022-11-05T19:02:35+00:00,USDC,WETH,174000.0,106.853728561111,173994.258,1628.3942763914615,0,0
2093,2022-11-05T18:26:47+00:00,WETH,USDC,13.1212759010729,21435.32779,21420.0892702245,0.0006121332050352051,0,1
2094,2022-11-05T18:22:11+00:00,USDC,WETH,782.178406,0.479,782.64289,1632.9403048016702,0,0
2096,2022-11-05T18:06:59+00:00,USDC,WETH,11234.203802,6.86884826929971,11232.4901978204,1635.529474746331,0,0
2122,2022-11-05T17:19:35+00:00,USDC,WETH,8205.651026,5.023223,8209.35288444,1633.5430511446534,0,0
2123,2022-11-05T17:19:35+00:00,WETH,USDC,5.023223,8205.651025,8209.35288444,0.0006121662967016075,0,1
2127,2022-11-05T17:14:59+00:00,USDC,WETH,315.155942,0.193039613002925,315.44796200421,1632.5972534726573,0,0
2149,2022-11-05T16:18:11+00:00,WETH,USDC,0.151688194989039,248.362855,248.27592800075,0.0006107523405182268,0,1
2183,2022-11-05T15:18:35+00:00,WETH,USDC,0.496293749670316,810.248485,810.262259224245,0.0006125204290512385,0,1
2192,2022-11-05T15:03:59+00:00,USDC,WETH,812.161021,0.498712101186906,813.294707494594,1628.5167716345836,0,0
2196,2022-11-05T15:02:23+00:00,USDC,WETH,2438.204833,1.49748408030498,2442.08206332056,1628.2008370355636,0,0
2208,2022-11-05T14:43:23+00:00,USDC,WETH,7949.119919,4.87128312147133,8017.54746396723,1631.8328704735675,0,0
2251,2022-11-05T13:15:23+00:00,WETH,USDC,0.610104432799422,1002.450405,1002.51155447471,0.0006086130842546987,0,1
2293,2022-11-05T11:25:11+00:00,WETH,USDC,0.132217103095503,217.680164,217.649471096876,0.0006073915999783196,0,1
2303,2022-11-05T11:04:59+00:00,USDC,WETH,161.417981,0.0982376821549662,161.471087515749,1643.1371084811353,0,0
2305,2022-11-05T10:57:23+00:00,USDC,WETH,513.008772,0.312905348787193,513.246127401681,1639.5014466464024,0,0
2349,2022-11-05T08:51:47+00:00,USDC,WETH,1998.230129,1.21655024250623,1998.4299520129,1642.5381042080282,0,0
2357,2022-11-05T08:23:11+00:00,USDC,WETH,9858.112677,5.999,9874.59396,1643.2926616102684,0,0
2358,2022-11-05T08:23:11+00:00,WETH,USDC,5.999,9858.112676,9874.59396,0.0006085343307755878,0,1
2375,2022-11-05T07:32:35+00:00,USDC,WETH,9995.257472,6.03871547627664,9990.09991914445,1655.1959619999996,0,0
2384,2022-11-05T07:12:59+00:00,USDC,WETH,107.385601,0.065,107.37155,1652.086169230769,0,0
2390,2022-11-05T06:31:35+00:00,USDC,WETH,39211.814912,23.6985741621468,39204.4823026115,1654.6065026406588,0,0
2430,2022-11-05T05:06:47+00:00,USDC,WETH,14995.975359,9.09809911105662,14993.7409586715,1648.253682,0,0
2433,2022-11-05T05:00:47+00:00,USDC,WETH,7993.037608,4.84990273201089,7988.26576454802,1648.0820440466623,0,0
2455,2022-11-05T04:39:11+00:00,USDC,WETH,71385.888679,43.3581332460984,71410.4118749916,1646.4244037864266,0,0
2497,2022-11-05T02:45:11+00:00,USDC,WETH,327.931153,0.198834377723214,328.036956367759,1649.267881917755,0,0
2501,2022-11-05T02:42:23+00:00,USDC,WETH,3296.834117,1.99875207550983,3297.80101194594,1649.4462506857249,0,0
2516,2022-11-05T02:21:59+00:00,USDC,WETH,5969.495188,3.60963403753466,5968.2535330009,1653.7674251534647,0,0
2536,2022-11-05T01:50:23+00:00,WETH,USDC,9.08249936547795,14997.970435,14999.0211021376,0.0006055818955531866,0,1
2556,2022-11-05T01:25:35+00:00,WETH,USDC,3.05248339942534,5038.790597,5042.00050466879,0.0006057968357015531,0,1
2591,2022-11-05T00:48:35+00:00,USDC,WETH,9993.249935,5.99853530212195,9962.39077920072,1665.9483410000005,0,0
2610,2022-11-05T00:09:11+00:00,WETH,USDC,1.0,1640.134192,1643.67,0.000609706208722219,0,1
2622,2022-11-04T23:52:35+00:00,USDC,WETH,688.418872,0.418654322864578,688.244702025384,1644.3610740469594,0,0
2624,2022-11-04T23:51:59+00:00,USDC,WETH,9292.732017,5.65624532012256,9290.43950075451,1642.9153070748787,0,0
2625,2022-11-04T23:50:11+00:00,WETH,USDC,5.55509665455552,9121.980446,9128.85698533072,0.0006089792329023724,0,1
2629,2022-11-04T23:45:47+00:00,USDC,WETH,2100.0,1.27618281303969,2098.9206,1645.532268999997,0,0
2630,2022-11-04T23:44:47+00:00,USDC,WETH,1641.043677,0.999,1641.08727,1642.6863633633632,0,0
2667,2022-11-04T23:18:47+00:00,USDC,WETH,232861.850791,141.574792411976,232811.25163395,1644.79740230438,0,0
2673,2022-11-04T23:13:47+00:00,USDC,WETH,726256.001168,441.629809347746,726905.000994016,1644.4904437964128,0,0
2691,2022-11-04T22:57:59+00:00,WETH,USDC,3.18757051325628,5257.519845,5253.43475208043,0.0006062878709412233,0,1
2697,2022-11-04T22:52:59+00:00,USDC,WETH,15.0,0.0091232884379049,15.0295229068358,1644.1440059791255,0,0
2702,2022-11-04T22:44:59+00:00,WETH,USDC,12.2058570574507,20163.807824,20149.6326670997,0.0006053349230457683,0,1
2714,2022-11-04T22:30:59+00:00,USDC,WETH,15873.26149,9.61714560775474,15863.3248283073,1650.5169139999994,0,0
2717,2022-11-04T22:23:47+00:00,USDC,WETH,25077.209619,15.1985100957926,25069.638432808,1649.9781531837202,0,0
2733,2022-11-04T21:47:23+00:00,USDC,WETH,562.647342,0.342568450268469,562.406528937624,1642.4377129857007,0,0
2743,2022-11-04T21:33:35+00:00,WETH,USDC,14.6753280744082,24025.759608,24071.9406404518,0.0006108164034706178,0,1
2751,2022-11-04T21:14:47+00:00,USDC,WETH,111066.808321,67.597178325724,110996.594726189,1643.0687060015005,0,0
2776,2022-11-04T20:44:47+00:00,USDC,WETH,164253.711102,99.9935240806754,164162.368288967,1642.6434872870275,0,0
2778,2022-11-04T20:42:47+00:00,USDC,WETH,164247.543359,99.9979838112441,164169.689962434,1642.508549662693,0,0
2794,2022-11-04T20:11:23+00:00,USDC,WETH,5973.346989,3.62405163628741,5965.30089060582,1648.2510704839956,0,0
2802,2022-11-04T19:52:23+00:00,USDC,WETH,491666.742989,299.994310803203,491918.67108266,1638.920223762292,0,0
2832,2022-11-04T18:39:47+00:00,WETH,USDC,3.61966001487431,5913.267535,5908.07568610427,0.0006121251902522468,0,1
2855,2022-11-04T18:14:11+00:00,WETH,USDC,5.0,8107.769509,8108.8,0.0006166924200854216,0,1
2870,2022-11-04T17:51:35+00:00,WETH,USDC,0.301667852373812,490.706997,490.885123639911,0.0006147616688127477,0,1
2882,2022-11-04T17:29:59+00:00,USDC,WETH,1609.864079,0.994444221354904,1610.85047196174,1618.858096240534,0,0
2883,2022-11-04T17:29:59+00:00,WETH,USDC,0.994444221354904,1609.864077,1610.85047196174,0.0006177193687109672,0,1
2893,2022-11-04T17:06:35+00:00,USDC,WETH,1294.190837,0.797420039764489,1294.190837,1622.9725520595493,0,0
2896,2022-11-04T16:59:23+00:00,USDC,WETH,1628.796783,1.00462203164358,1629.09811040486,1621.3030689116567,0,0
2902,2022-11-04T16:53:59+00:00,USDC,WETH,106786.909218,65.9978737120149,106750.388095047,1618.03560041904,0,0
2910,2022-11-04T16:36:23+00:00,WETH,USDC,19.9178554473018,32386.875201,32366.406695873,0.0006149977521353095,0,1
2915,2022-11-04T16:28:47+00:00,USDC,WETH,19234.916439,11.8474301159957,19240.9946725947,1623.55179567847,0,0
2918,2022-11-04T16:24:23+00:00,WETH,USDC,3.44138236660399,5570.04076,5585.67330541127,0.0006178379144579169,0,1
2923,2022-11-04T16:08:11+00:00,USDC,WETH,2411.60192,1.48670689522215,2415.05533394944,1622.1098642578424,0,0
2939,2022-11-04T15:41:11+00:00,USDC,WETH,41892.479242,25.5237300517131,41915.3247282239,1641.3149315214712,0,0
2954,2022-11-04T15:14:59+00:00,USDC,WETH,32974.945441,19.9965335659069,33029.074352151,1649.0330852753725,0,0
2983,2022-11-04T14:51:23+00:00,USDC,WETH,49754.601655,29.9934177117492,49587.1276658293,1658.850689613469,0,0
3012,2022-11-04T14:05:23+00:00,USDC,WETH,3000.0,1.8584406204755,2990.793,1614.256579923668,0,0
3018,2022-11-04T13:53:11+00:00,USDC,WETH,40134.240111,24.9806183490726,40009.7077664251,1606.6151586071517,0,0
3031,2022-11-04T13:29:47+00:00,USDC,WETH,15399.846306,9.4951926751733,15352.8613749204,1621.8571684453925,0,0
3035,2022-11-04T13:26:47+00:00,USDC,WETH,87.007304,0.0540347422816241,87.0202507074415,1610.2104003110803,0,0
3047,2022-11-04T13:07:23+00:00,WETH,USDC,6.38674421980803,10288.383351,10272.4394031392,0.0006207723800637013,0,1
3052,2022-11-04T13:02:47+00:00,WETH,USDC,26.6664020424849,43034.132888,42983.1374405277,0.0006196570083539614,0,1
3055,2022-11-04T12:59:35+00:00,USDC,WETH,10997.929954,6.8420250219673,10986.1841648091,1607.408613486442,0,0
3066,2022-11-04T12:51:35+00:00,USDC,WETH,6390.137076,3.99864924680634,6379.28662324495,1598.0739198627398,0,0
3083,2022-11-04T12:34:11+00:00,USDC,WETH,88.327624,0.0558321854688463,88.407295516848,1582.019819899147,0,0
3090,2022-11-04T12:15:59+00:00,WETH,USDC,0.348460741515566,547.799632,548.745521916468,0.0006361098495874237,0,1
3092,2022-11-04T12:15:59+00:00,USDC,WETH,547.798539,0.348460741515566,548.745521916468,1572.0523827661357,0,0
3094,2022-11-04T12:15:23+00:00,USDC,WETH,398188.352668,253.410758573976,399063.66027954,1571.3158940399142,0,0
3114,2022-11-04T11:54:47+00:00,USDC,WETH,67912.481931,43.032442836343,68026.9766089761,1578.169340496854,0,0
3135,2022-11-04T11:11:47+00:00,WETH,USDC,18.8668877352415,29998.322621,29975.7038857438,0.0006289314230534323,0,1
3142,2022-11-04T10:52:59+00:00,USDC,WETH,219.32756,0.138931678527664,219.259196418789,1578.6720661863135,0,0
3205,2022-11-04T09:06:23+00:00,USDC,WETH,68254.948562,43.1859738874139,68224.3020900957,1580.4888119448476,0,0
3207,2022-11-04T09:03:11+00:00,USDC,WETH,5989.003663,3.78271098485123,5988.66827879487,1583.257004562177,0,0
3213,2022-11-04T08:54:35+00:00,WETH,USDC,2.0,3164.777291,3163.03982826724,0.0006319560007232118,0,1
3222,2022-11-04T08:40:59+00:00,WETH,USDC,1.0,1584.823273,1584.67746925888,0.0006309851811470717,0,1
3227,2022-11-04T08:30:59+00:00,WETH,USDC,0.130043664753423,206.055921,206.039848638162,0.0006311086045104377,0,1
3257,2022-11-04T07:45:11+00:00,USDC,WETH,4230.446748,2.67845491917411,4229.83333322154,1579.435486375272,0,0
3259,2022-11-04T07:34:59+00:00,USDC,WETH,2108.596831,1.33839629757639,2110.75803298177,1575.4652301551591,0,0
3355,2022-11-04T05:17:59+00:00,USDC,WETH,3093.779299,1.99821058210147,3091.18980572674,1548.2749049133483,0,0
3382,2022-11-04T03:58:35+00:00,WETH,USDC,253.414652732079,392611.840255,392598.098840591,0.0006454585082494891,0,1
3389,2022-11-04T03:43:35+00:00,USDC,WETH,2.950763,0.0019107062511372,2.94980563169323,1544.3310546787536,0,0
3392,2022-11-04T03:35:35+00:00,USDC,WETH,1.81395,0.0011746102680114,1.81369060515,1544.299457786108,0,0
3425,2022-11-04T02:17:23+00:00,USDC,WETH,15410.765035,9.99886290907341,15403.3216354881,1541.2517578389431,0,0
3435,2022-11-04T02:02:23+00:00,USDC,WETH,1048.0,0.681515238530062,1048.647664,1537.7499148227369,0,0
3441,2022-11-04T01:57:23+00:00,USDC,WETH,9216.718637,5.99810437973056,9223.88491514965,1536.6052428407427,0,0
3443,2022-11-04T01:57:23+00:00,WETH,USDC,5.99810437973056,9216.718636,9223.88491514965,0.0006507852324255937,0,1
3446,2022-11-04T01:41:23+00:00,USDC,WETH,14996.254378,9.7383995091353,14989.8059886175,1539.9095471419573,0,0
3452,2022-11-04T01:34:11+00:00,USDC,WETH,1.0,0.0006502512688923,1.000067,1537.867049000143,0,0
3476,2022-11-04T00:40:47+00:00,USDC,WETH,688.700934,0.447725614100952,688.664676073238,1538.2209824714505,0,0
3493,2022-11-04T00:16:11+00:00,USDC,WETH,974.3988,0.636397468316124,974.706362472976,1531.1167132361647,0,0
3515,2022-11-03T23:36:47+00:00,USDC,WETH,380.333999,0.248733220257748,380.410099729997,1529.0840467786395,0,0
3526,2022-11-03T23:23:23+00:00,WETH,USDC,6.54339043278113,9997.716568,10001.1157916331,0.0006544884912745738,0,1
3561,2022-11-03T22:20:35+00:00,WETH,USDC,5.73393036291061,8753.741581,8831.51422356218,0.0006550262319093481,0,1
3569,2022-11-03T22:11:47+00:00,WETH,USDC,3.0,4617.862295,4619.28,0.0006496512473419262,0,1
3574,2022-11-03T21:51:47+00:00,WETH,USDC,10.7931388093004,16627.408897,16633.860331652,0.0006491173024107051,0,1
3615,2022-11-03T20:31:47+00:00,USDC,WETH,2305.24616,1.4976443479025,2307.2708823786,1539.248061950471,0,0
3655,2022-11-03T18:52:47+00:00,USDC,WETH,521.760253,0.337812471703624,522.319058230963,1544.5263177191414,0,0
3662,2022-11-03T18:25:23+00:00,WETH,USDC,0.480999413722195,743.191438,743.468648406374,0.0006472079589837727,0,1
3665,2022-11-03T18:13:47+00:00,WETH,USDC,10.0,15400.423194,15417.4,0.0006493328056008225,0,1
